BinID,Timestamp,Distance(cm),Fill(%),Status
1,2026-01-28 06:00:00,120.7,23.4,Half Empty
1,2026-01-28 06:15:00,121.7,23.9,Half Empty
1,2026-01-28 06:30:00,121.1,24.7,Half Empty
1,2026-01-28 06:45:00,119.0,25.5,Half Empty
1,2026-01-28 07:00:00,119.2,26.1,Half Empty
1,2026-01-28 07:15:00,117.1,26.4,Half Empty
1,2026-01-28 07:30:00,117.0,26.9,Half Empty
1,2026-01-28 07:45:00,116.3,27.5,Half Empty
1,2026-01-28 08:00:00,115.3,27.8,Half Empty
1,2026-01-28 08:15:00,113.2,28.3,Half Empty
1,2026-01-28 08:30:00,115.1,28.9,Half Empty
1,2026-01-28 08:45:00,114.5,29.3,Half Empty
1,2026-01-28 09:00:00,111.4,29.9,Half Empty
1,2026-01-28 09:15:00,111.7,30.3,Half Empty
1,2026-01-28 09:30:00,112.9,30.7,Half Empty
1,2026-01-28 09:45:00,109.3,31.1,Half Empty
1,2026-01-28 10:00:00,108.9,31.9,Half Empty
1,2026-01-28 10:15:00,110.4,32.4,Half Empty
1,2026-01-28 10:30:00,108.6,33.4,Half Empty
1,2026-01-28 10:45:00,103.7,34.1,Half Empty
1,2026-01-28 11:00:00,104.0,34.9,Half Empty
1,2026-01-28 11:15:00,103.5,35.6,Half Empty
1,2026-01-28 11:30:00,102.7,36.4,Half Empty
1,2026-01-28 11:45:00,101.2,37.1,Half Empty
1,2026-01-28 12:00:00,100.7,37.9,Half Empty
1,2026-01-28 12:15:00,101.6,39.0,Half Empty
1,2026-01-28 12:30:00,99.0,39.7,Half Empty
1,2026-01-28 12:45:00,94.9,40.1,Half Empty
1,2026-01-28 13:00:00,96.3,40.8,Half Empty
1,2026-01-28 13:15:00,96.4,41.6,Half Empty
1,2026-01-28 13:30:00,92.6,42.5,Half Empty
1,2026-01-28 13:45:00,91.6,43.3,Half Empty
1,2026-01-28 14:00:00,89.3,44.1,Half Empty
1,2026-01-28 14:15:00,89.4,45.0,Half Empty
1,2026-01-28 14:30:00,87.6,45.8,Half Empty
1,2026-01-28 14:45:00,86.4,46.7,Half Empty
1,2026-01-28 15:00:00,83.7,47.9,Half Empty
1,2026-01-28 15:15:00,83.8,48.8,Half Empty
1,2026-01-28 15:30:00,82.9,49.7,Half Empty
1,2026-01-28 15:45:00,80.3,50.4,Half Full
1,2026-01-28 16:00:00,81.1,51.2,Half Full
1,2026-01-28 16:15:00,80.8,52.0,Half Full
1,2026-01-28 16:30:00,77.0,52.5,Half Full
1,2026-01-28 16:45:00,77.8,53.0,Half Full
1,2026-01-28 17:00:00,76.7,53.6,Half Full
1,2026-01-28 17:15:00,77.0,54.2,Half Full
1,2026-01-28 17:30:00,74.0,54.8,Half Full
1,2026-01-28 17:45:00,72.9,55.8,Half Full
1,2026-01-28 18:00:00,71.3,56.5,Half Full
1,2026-01-28 18:15:00,71.9,57.1,Half Full
1,2026-01-28 18:30:00,71.6,57.6,Half Full
1,2026-01-28 18:45:00,69.2,58.2,Half Full
1,2026-01-28 19:00:00,70.6,58.8,Half Full
1,2026-01-28 19:15:00,67.9,59.6,Half Full
1,2026-01-28 19:30:00,66.2,60.4,Half Full
1,2026-01-28 19:45:00,66.6,60.8,Half Full
1,2026-01-28 20:00:00,65.7,61.2,Half Full
1,2026-01-28 20:15:00,64.1,61.9,Half Full
1,2026-01-28 20:30:00,64.3,62.2,Half Full
1,2026-01-28 20:45:00,63.5,62.8,Half Full
1,2026-01-28 21:00:00,62.0,63.6,Half Full
1,2026-01-28 21:15:00,60.0,64.3,Half Full
1,2026-01-28 21:30:00,59.0,64.9,Half Full
1,2026-01-28 21:45:00,60.7,65.4,Half Full
1,2026-01-28 22:00:00,58.6,65.7,Half Full
1,2026-01-28 22:15:00,59.5,65.7,Half Full
1,2026-01-28 22:30:00,56.7,65.8,Half Full
1,2026-01-28 22:45:00,56.6,66.2,Half Full
1,2026-01-28 23:00:00,58.2,66.6,Half Full
1,2026-01-28 23:15:00,56.5,66.9,Half Full
1,2026-01-28 23:30:00,56.3,67.5,Half Full
1,2026-01-28 23:45:00,54.3,67.6,Half Full
1,2026-01-29 00:00:00,54.2,67.6,Half Full
1,2026-01-29 00:15:00,54.9,67.8,Half Full
1,2026-01-29 00:30:00,54.7,68.1,Half Full
1,2026-01-29 00:45:00,54.6,68.2,Half Full
1,2026-01-29 01:00:00,53.5,68.3,Half Full
1,2026-01-29 01:15:00,54.4,68.4,Half Full
1,2026-01-29 01:30:00,53.3,68.4,Half Full
1,2026-01-29 01:45:00,55.5,68.6,Half Full
1,2026-01-29 02:00:00,53.2,69.0,Half Full
1,2026-01-29 02:15:00,53.0,69.4,Half Full
1,2026-01-29 02:30:00,51.5,69.6,Half Full
1,2026-01-29 02:45:00,53.9,69.8,Half Full
1,2026-01-29 03:00:00,53.8,69.9,Half Full
1,2026-01-29 03:15:00,50.9,70.1,Half Full
1,2026-01-29 03:30:00,52.7,70.1,Half Full
1,2026-01-29 03:45:00,50.3,70.1,Half Full
1,2026-01-29 04:00:00,51.3,70.3,Half Full
1,2026-01-29 04:15:00,50.6,70.5,Half Full
1,2026-01-29 04:30:00,50.7,70.7,Half Full
1,2026-01-29 04:45:00,52.6,70.7,Half Full
1,2026-01-29 05:00:00,52.4,70.7,Half Full
1,2026-01-29 05:15:00,50.2,70.7,Half Full
1,2026-01-29 05:30:00,50.8,70.7,Half Full
1,2026-01-29 05:45:00,51.0,71.1,Half Full
1,2026-01-29 06:00:00,51.4,71.7,Half Full
1,2026-01-29 06:15:00,48.7,72.1,Half Full
1,2026-01-29 06:30:00,47.3,72.5,Half Full
1,2026-01-29 06:45:00,47.1,73.3,Half Full
1,2026-01-29 07:00:00,43.3,73.9,Half Full
1,2026-01-29 07:15:00,44.2,74.2,Half Full
1,2026-01-29 07:30:00,43.5,74.9,Half Full
1,2026-01-29 07:45:00,44.5,75.7,Half Full
1,2026-01-29 08:00:00,149.8,5.9,Collected
1,2026-01-29 08:15:00,149.8,6.5,Collected
1,2026-01-29 08:30:00,147.5,7.0,Collected
1,2026-01-29 08:45:00,147.6,7.6,Collected
1,2026-01-29 09:00:00,146.6,7.9,Collected
1,2026-01-29 09:15:00,143.9,8.6,Collected
1,2026-01-29 09:30:00,141.2,9.4,Collected
1,2026-01-29 09:45:00,141.8,9.9,Collected
1,2026-01-29 10:00:00,141.0,10.7,Half Empty
1,2026-01-29 10:15:00,142.2,11.9,Half Empty
1,2026-01-29 10:30:00,140.0,12.7,Half Empty
1,2026-01-29 10:45:00,138.7,13.4,Half Empty
1,2026-01-29 11:00:00,136.1,14.3,Half Empty
1,2026-01-29 11:15:00,136.7,15.2,Half Empty
1,2026-01-29 11:30:00,133.9,15.9,Half Empty
1,2026-01-29 11:45:00,132.5,16.5,Half Empty
1,2026-01-29 12:00:00,129.0,18.3,Half Empty
1,2026-01-29 12:15:00,128.7,19.0,Half Empty
1,2026-01-29 12:30:00,126.7,19.3,Half Empty
1,2026-01-29 12:45:00,129.0,20.0,Half Empty
1,2026-01-29 13:00:00,126.7,20.8,Half Empty
1,2026-01-29 13:15:00,125.5,21.5,Half Empty
1,2026-01-29 13:30:00,121.5,22.5,Half Empty
1,2026-01-29 13:45:00,122.2,23.3,Half Empty
1,2026-01-29 14:00:00,122.2,24.2,Half Empty
1,2026-01-29 14:15:00,120.5,25.1,Half Empty
1,2026-01-29 14:30:00,118.3,25.7,Half Empty
1,2026-01-29 14:45:00,116.4,26.8,Half Empty
1,2026-01-29 15:00:00,116.2,27.9,Half Empty
1,2026-01-29 15:15:00,114.9,28.3,Half Empty
1,2026-01-29 15:30:00,115.3,28.6,Half Empty
1,2026-01-29 15:45:00,111.5,29.7,Half Empty
1,2026-01-29 16:00:00,111.9,30.3,Half Empty
1,2026-01-29 16:15:00,111.8,30.7,Half Empty
1,2026-01-29 16:30:00,110.2,31.5,Half Empty
1,2026-01-29 16:45:00,109.4,32.2,Half Empty
1,2026-01-29 17:00:00,107.0,32.6,Half Empty
1,2026-01-29 17:15:00,108.1,33.0,Half Empty
1,2026-01-29 17:30:00,105.7,33.8,Half Empty
1,2026-01-29 17:45:00,104.8,34.3,Half Empty
1,2026-01-29 18:00:00,106.2,35.0,Half Empty
1,2026-01-29 18:15:00,103.5,35.3,Half Empty
1,2026-01-29 18:30:00,104.0,36.1,Half Empty
1,2026-01-29 18:45:00,102.1,36.7,Half Empty
1,2026-01-29 19:00:00,103.1,37.4,Half Empty
1,2026-01-29 19:15:00,101.5,37.8,Half Empty
1,2026-01-29 19:30:00,101.2,38.6,Half Empty
1,2026-01-29 19:45:00,98.1,39.2,Half Empty
1,2026-01-29 20:00:00,97.9,39.8,Half Empty
1,2026-01-29 20:15:00,96.4,40.6,Half Empty
1,2026-01-29 20:30:00,96.4,41.2,Half Empty
1,2026-01-29 20:45:00,95.2,41.6,Half Empty
1,2026-01-29 21:00:00,93.6,42.4,Half Empty
1,2026-01-29 21:15:00,93.5,43.1,Half Empty
1,2026-01-29 21:30:00,93.0,43.6,Half Empty
1,2026-01-29 21:45:00,92.0,44.2,Half Empty
1,2026-01-29 22:00:00,90.0,44.2,Half Empty
1,2026-01-29 22:15:00,89.8,44.8,Half Empty
1,2026-01-29 22:30:00,89.7,44.9,Half Empty
1,2026-01-29 22:45:00,89.6,45.2,Half Empty
1,2026-01-29 23:00:00,90.0,45.5,Half Empty
1,2026-01-29 23:15:00,86.8,45.8,Half Empty
1,2026-01-29 23:30:00,86.5,46.2,Half Empty
1,2026-01-29 23:45:00,90.0,46.6,Half Empty
1,2026-01-30 00:00:00,86.9,46.9,Half Empty
1,2026-01-30 00:15:00,87.2,47.1,Half Empty
1,2026-01-30 00:30:00,84.0,47.1,Half Empty
1,2026-01-30 00:45:00,85.7,47.4,Half Empty
1,2026-01-30 01:00:00,87.5,47.4,Half Empty
1,2026-01-30 01:15:00,84.9,47.4,Half Empty
1,2026-01-30 01:30:00,86.9,47.6,Half Empty
1,2026-01-30 01:45:00,85.2,47.6,Half Empty
1,2026-01-30 02:00:00,83.5,47.6,Half Empty
1,2026-01-30 02:15:00,86.2,47.7,Half Empty
1,2026-01-30 02:30:00,87.3,47.7,Half Empty
1,2026-01-30 02:45:00,84.4,48.0,Half Empty
1,2026-01-30 03:00:00,86.1,48.0,Half Empty
1,2026-01-30 03:15:00,84.5,48.2,Half Empty
1,2026-01-30 03:30:00,84.3,48.4,Half Empty
1,2026-01-30 03:45:00,84.1,48.7,Half Empty
1,2026-01-30 04:00:00,83.0,49.0,Half Empty
1,2026-01-30 04:15:00,83.0,49.3,Half Empty
1,2026-01-30 04:30:00,83.0,49.3,Half Empty
1,2026-01-30 04:45:00,83.8,49.5,Half Empty
1,2026-01-30 05:00:00,83.0,49.5,Half Empty
1,2026-01-30 05:15:00,81.1,50.0,Half Empty
1,2026-01-30 05:30:00,80.5,50.2,Half Full
1,2026-01-30 05:45:00,83.2,50.2,Half Full
1,2026-01-30 06:00:00,80.1,51.2,Half Full
1,2026-01-30 06:15:00,77.9,51.6,Half Full
1,2026-01-30 06:30:00,78.9,52.1,Half Full
1,2026-01-30 06:45:00,77.4,52.6,Half Full
1,2026-01-30 07:00:00,78.2,52.9,Half Full
1,2026-01-30 07:15:00,78.0,53.6,Half Full
1,2026-01-30 07:30:00,75.0,54.0,Half Full
1,2026-01-30 07:45:00,75.0,54.5,Half Full
1,2026-01-30 08:00:00,73.4,55.1,Half Full
1,2026-01-30 08:15:00,74.3,55.3,Half Full
1,2026-01-30 08:30:00,72.0,56.0,Half Full
1,2026-01-30 08:45:00,71.8,56.3,Half Full
1,2026-01-30 09:00:00,72.4,56.5,Half Full
1,2026-01-30 09:15:00,72.5,57.1,Half Full
1,2026-01-30 09:30:00,72.1,57.5,Half Full
1,2026-01-30 09:45:00,70.6,58.1,Half Full
1,2026-01-30 10:00:00,66.0,58.7,Half Full
1,2026-01-30 10:15:00,69.4,59.3,Half Full
1,2026-01-30 10:30:00,66.3,59.8,Half Full
1,2026-01-30 10:45:00,66.9,60.5,Half Full
1,2026-01-30 11:00:00,64.2,61.2,Half Full
1,2026-01-30 11:15:00,64.9,61.8,Half Full
1,2026-01-30 11:30:00,64.4,62.5,Half Full
1,2026-01-30 11:45:00,62.0,63.1,Half Full
1,2026-01-30 12:00:00,61.7,63.9,Half Full
1,2026-01-30 12:15:00,62.1,64.4,Half Full
1,2026-01-30 12:30:00,59.1,64.8,Half Full
1,2026-01-30 12:45:00,59.2,66.1,Half Full
1,2026-01-30 13:00:00,57.5,66.7,Half Full
1,2026-01-30 13:15:00,56.4,67.3,Half Full
1,2026-01-30 13:30:00,55.3,67.8,Half Full
1,2026-01-30 13:45:00,54.2,68.5,Half Full
1,2026-01-30 14:00:00,54.0,69.0,Half Full
1,2026-01-30 14:15:00,50.9,69.9,Half Full
1,2026-01-30 14:30:00,51.5,70.4,Half Full
1,2026-01-30 14:45:00,50.6,70.9,Half Full
1,2026-01-30 15:00:00,153.2,2.5,Collected
1,2026-01-30 15:15:00,151.2,2.9,Collected
1,2026-01-30 15:30:00,151.9,3.6,Collected
1,2026-01-30 15:45:00,151.5,3.9,Collected
1,2026-01-30 16:00:00,153.2,4.3,Collected
1,2026-01-30 16:15:00,151.2,4.7,Collected
1,2026-01-30 16:30:00,152.2,5.1,Collected
1,2026-01-30 16:45:00,150.2,5.8,Collected
1,2026-01-30 17:00:00,147.7,6.6,Collected
1,2026-01-30 17:15:00,145.4,6.8,Collected
1,2026-01-30 17:30:00,144.5,7.4,Collected
1,2026-01-30 17:45:00,146.1,7.8,Collected
1,2026-01-30 18:00:00,145.9,8.3,Collected
1,2026-01-30 18:15:00,144.3,8.5,Collected
1,2026-01-30 18:30:00,143.7,8.8,Collected
1,2026-01-30 18:45:00,144.2,9.5,Collected
1,2026-01-30 19:00:00,142.0,10.0,Collected
1,2026-01-30 19:15:00,143.5,10.5,Half Empty
1,2026-01-30 19:30:00,141.8,10.8,Half Empty
1,2026-01-30 19:45:00,141.8,11.2,Half Empty
1,2026-01-30 20:00:00,140.9,11.8,Half Empty
1,2026-01-30 20:15:00,138.2,12.5,Half Empty
1,2026-01-30 20:30:00,134.9,12.7,Half Empty
1,2026-01-30 20:45:00,138.0,13.0,Half Empty
1,2026-01-30 21:00:00,137.2,13.4,Half Empty
1,2026-01-30 21:15:00,136.3,14.0,Half Empty
1,2026-01-30 21:30:00,135.1,14.3,Half Empty
1,2026-01-30 21:45:00,133.5,14.9,Half Empty
1,2026-01-30 22:00:00,135.1,14.9,Half Empty
1,2026-01-30 22:15:00,133.9,15.3,Half Empty
1,2026-01-30 22:30:00,134.3,15.6,Half Empty
1,2026-01-30 22:45:00,134.5,15.6,Half Empty
1,2026-01-30 23:00:00,132.3,16.1,Half Empty
1,2026-01-30 23:15:00,131.1,16.3,Half Empty
1,2026-01-30 23:30:00,128.9,16.5,Half Empty
1,2026-01-30 23:45:00,133.1,16.9,Half Empty
1,2026-01-31 00:00:00,132.7,17.2,Half Empty
1,2026-01-31 00:15:00,130.4,17.5,Half Empty
1,2026-01-31 00:30:00,132.2,17.5,Half Empty
1,2026-01-31 00:45:00,129.7,17.7,Half Empty
1,2026-01-31 01:00:00,131.1,17.8,Half Empty
1,2026-01-31 01:15:00,129.6,18.0,Half Empty
1,2026-01-31 01:30:00,130.2,18.0,Half Empty
1,2026-01-31 01:45:00,129.4,18.2,Half Empty
1,2026-01-31 02:00:00,129.7,18.5,Half Empty
1,2026-01-31 02:15:00,126.5,18.5,Half Empty
1,2026-01-31 02:30:00,129.7,18.5,Half Empty
